capture,ordinal,counter,field,picture_top_line,bottom_line,hs_partial_line,last_recorded_line,review
w_2100s,375,2285,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,382,2292,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,409,2319,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,426,2336,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,431,2341,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,450,2360,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,450,2360,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,451,2361,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,451,2361,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,452,2362,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,452,2362,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,453,2363,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,453,2363,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,454,2364,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,454,2364,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,455,2365,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,455,2365,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,456,2366,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,456,2366,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,457,2367,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,457,2367,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,458,2368,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,458,2368,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,459,2369,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,459,2369,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,460,2370,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,460,2370,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,461,2371,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,461,2371,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,462,2372,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,462,2372,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,463,2373,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,463,2373,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,464,2374,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,464,2374,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,465,2375,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,465,2375,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,466,2376,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,466,2376,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,467,2377,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,467,2377,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,468,2378,1,25,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,468,2378,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,469,2379,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,469,2379,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,470,2380,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,470,2380,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,471,2381,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,471,2381,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,472,2382,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,472,2382,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,473,2383,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,473,2383,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,474,2384,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,474,2384,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,475,2385,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,475,2385,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,476,2386,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,476,2386,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,477,2387,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,477,2387,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,478,2388,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,478,2388,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,479,2389,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,479,2389,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,480,2390,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,480,2390,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,481,2391,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,481,2391,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,482,2392,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,482,2392,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,483,2393,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,483,2393,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,484,2394,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,484,2394,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,485,2395,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,485,2395,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,486,2396,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,486,2396,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,487,2397,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,487,2397,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,488,2398,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,488,2398,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,489,2399,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,489,2399,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,490,2400,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,490,2400,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,491,2401,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,491,2401,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,492,2402,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,492,2402,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,493,2403,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,493,2403,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,494,2404,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,494,2404,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,495,2405,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,495,2405,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,496,2406,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,496,2406,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,497,2407,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,497,2407,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,498,2408,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,498,2408,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,499,2409,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,499,2409,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,500,2410,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,500,2410,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,501,2411,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,501,2411,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,502,2412,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,502,2412,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,503,2413,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,503,2413,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,504,2414,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,504,2414,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,505,2415,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,505,2415,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,506,2416,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,506,2416,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,507,2417,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,507,2417,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,508,2418,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,508,2418,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,509,2419,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,509,2419,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,510,2420,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,510,2420,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,511,2421,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,511,2421,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,512,2422,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,512,2422,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,513,2423,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,513,2423,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,514,2424,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,514,2424,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,515,2425,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,515,2425,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,516,2426,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,516,2426,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,517,2427,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,517,2427,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,518,2428,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,518,2428,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,519,2429,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,519,2429,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,520,2430,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,520,2430,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,521,2431,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,521,2431,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,522,2432,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,522,2432,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,523,2433,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,523,2433,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,524,2434,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,524,2434,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,525,2435,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,525,2435,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,526,2436,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,526,2436,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,527,2437,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,527,2437,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,528,2438,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,528,2438,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,529,2439,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,529,2439,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,530,2440,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,530,2440,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,531,2441,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,531,2441,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,532,2442,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,532,2442,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,533,2443,1,25,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,533,2443,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,534,2444,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,534,2444,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,535,2445,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,535,2445,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,536,2446,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,536,2446,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,537,2447,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,537,2447,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,538,2448,1,25,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,538,2448,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,539,2449,1,25,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,539,2449,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,540,2450,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,540,2450,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,541,2451,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,541,2451,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,542,2452,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,542,2452,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,543,2453,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,543,2453,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,544,2454,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,544,2454,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,545,2455,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,545,2455,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,546,2456,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,546,2456,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,547,2457,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,547,2457,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,548,2458,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,548,2458,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,549,2459,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,549,2459,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,550,2460,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,550,2460,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,551,2461,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,551,2461,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,552,2462,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,552,2462,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,553,2463,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,553,2463,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,554,2464,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,554,2464,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,555,2465,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,555,2465,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,556,2466,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,556,2466,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,557,2467,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,557,2467,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,558,2468,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,559,2469,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,559,2469,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,560,2470,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,560,2470,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,561,2471,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,561,2471,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,562,2472,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,562,2472,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,563,2473,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,564,2474,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,565,2475,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,565,2475,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,566,2476,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,567,2477,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,568,2478,1,25,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,568,2478,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,569,2479,1,26,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,569,2479,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,570,2480,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,570,2480,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,571,2481,2,288,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,572,2482,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,573,2483,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,574,2484,1,25,259,260,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,574,2484,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,575,2485,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,575,2485,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,576,2486,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,576,2486,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,577,2487,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,577,2487,2,288,521,522,525,magnified raw top/bottom rows; luma evidence retained in reference note
w_2100s,578,2488,1,26,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,211,6253,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,215,6257,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,217,6259,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,218,6260,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,219,6261,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,220,6262,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,221,6263,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,222,6264,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,226,6268,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,227,6269,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,227,6269,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,228,6270,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,228,6270,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,229,6271,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,230,6272,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,230,6272,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,232,6274,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,232,6274,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,551,6593,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,551,6593,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,552,6594,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,552,6594,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,553,6595,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,553,6595,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,554,6596,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,554,6596,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,555,6597,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,555,6597,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,556,6598,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,556,6598,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,557,6599,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,557,6599,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,558,6600,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,558,6600,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,559,6601,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,559,6601,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,560,6602,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,560,6602,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,561,6603,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,561,6603,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,562,6604,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,562,6604,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,563,6605,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,563,6605,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,564,6606,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,564,6606,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,565,6607,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,565,6607,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,566,6608,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,566,6608,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
composite,567,6609,1,23,260,261,262,magnified raw top/bottom rows; luma evidence retained in reference note
composite,567,6609,2,286,522,523,525,magnified raw top/bottom rows; luma evidence retained in reference note
